Datetime,Calories,CHO,FAT,PRO
2020-10-02T00:00:00Z,2473.2,250.2,88.8,108.9
2020-10-03T00:00:00Z,3422.6,404.8,108.49999999999999,105.4
2020-10-04T00:00:00Z,2277.1,249.2,103.2,102.5
2020-10-05T00:00:00Z,2644.7,270.3,94.4,87.8
2020-10-06T00:00:00Z,1721.8,159.8,66,67.6
2020-10-07T00:00:00Z,1140,140.3,38.9,57.8
2020-10-08T00:00:00Z,2345.5,247.8,104.19999999999999,80.69999999999999
2020-10-09T00:00:00Z,3137.7,346,153.9,93.7
2020-10-10T00:00:00Z,2860,293.8,91,89.4
2020-10-11T00:00:00Z,2770,334,73.2,72.8
2020-10-12T00:00:00Z,2417.4,188.8,131.4,87.19999999999999
2020-10-13T00:00:00Z,2102.7,185.1,25,51.3
2020-10-14T00:00:00Z,4744,543.6,241.5,115
2020-10-15T00:00:00Z,3456.8,312.6,181.9,104.8
2020-10-16T00:00:00Z,2210,197.6,122.9,96.5
2020-10-17T00:00:00Z,2749.3999999999996,235.7,124.9,84.4
2020-10-18T00:00:00Z,2325.4,250.4,102.7,104.2
2020-10-19T00:00:00Z,2863.5,292.29999999999995,105.5,101.19999999999999
2020-10-20T00:00:00Z,3399.3,446.4,127.80000000000001,75.2
2020-10-21T00:00:00Z,3943.5,426.8,161.1,79.8
2020-10-22T00:00:00Z,1542,118.5,24.9,51.3
2020-10-23T00:00:00Z,1539.2,151.1,74.2,70.3
2020-10-24T00:00:00Z,1907.9,192.1,81.6,78.7
2020-10-25T00:00:00Z,3368.3,327.1,139.2,123.9
2020-10-26T00:00:00Z,2848.2,258.1,135.5,119.69999999999999
2020-10-27T00:00:00Z,3060.3,345.2,125,101.1
2020-10-28T00:00:00Z,2430,256.8,115.2,90.80000000000001
2020-10-29T00:00:00Z,2095.2,209.3,122.1,56.1
2020-10-30T00:00:00Z,3038.7999999999997,287.5,133.2,113.1
2020-10-31T00:00:00Z,2068.2,157.7,92.4,78
2020-11-01T00:00:00Z,3329.9,305.2,152.7,126.89999999999999
2020-11-02T00:00:00Z,2486.5,200.5,129.8,113.1
2020-11-03T00:00:00Z,2145.2,162.4,127.3,102.39999999999999
2020-11-04T00:00:00Z,2329.3,232.5,115.1,104.7
2020-11-05T00:00:00Z,2294.7,173.6,113.5,104.3
2020-11-06T00:00:00Z,2694.6,224.10000000000002,122.2,114.5
2020-11-07T00:00:00Z,3869.7,410.1,173.1,120
2020-11-08T00:00:00Z,2301,172.8,107.69999999999999,133.2
2020-11-09T00:00:00Z,2121.1,245,92.7,90.7
2020-11-10T00:00:00Z,1582.4,238.60000000000002,39,87.6
2020-11-11T00:00:00Z,2117.8,144.20000000000002,100,137.8
2020-11-12T00:00:00Z,2365,254.3,85.89999999999999,163.8
2020-11-13T00:00:00Z,3959.3,422.79999999999995,140.7,182.9
2020-11-14T00:00:00Z,1921.6,176.6,85,118.4
2020-11-15T00:00:00Z,2165.8,240.2,79.3,95.5
2020-11-16T00:00:00Z,2165.8999999999996,203.8,74.2,112
2020-11-17T00:00:00Z,2242.6,162.9,83.5,133.39999999999998
2020-11-18T00:00:00Z,1478.6,186.7,46.2,49
2020-11-19T00:00:00Z,1843.8,175.2,65.2,150.7
2020-11-20T00:00:00Z,2647.5,293.29999999999995,82.39999999999999,95.6
2020-11-21T00:00:00Z,2319.7,329,61.8,83.7
2020-11-22T00:00:00Z,2413.4,240.1,110.6,97.7
2020-11-23T00:00:00Z,1633.2,154.3,94.4,64.4
2020-11-24T00:00:00Z,2232.4,195.2,96.4,146.60000000000002
2020-11-25T00:00:00Z,2679.4,206.2,105.9,186.9
2020-11-26T00:00:00Z,2256.8,256.4,81.1,139.70000000000002
2020-11-30T00:00:00Z,2612.8,201.2,143.8,134.4
2020-12-01T00:00:00Z,2060.7,184.3,99,100.2
2020-12-02T00:00:00Z,2255.3,194,115.30000000000001,112.19999999999999
2020-12-03T00:00:00Z,2074.8,174.2,73.5,110.4
2020-12-04T00:00:00Z,3113.2,279,135.2,119.8
2020-12-05T00:00:00Z,1719.8,136.2,80.6,105.6
2020-12-06T00:00:00Z,1728.5,159.39999999999998,80.89999999999999,86.39999999999999
2020-12-07T00:00:00Z,1700.2,152,55,80.4
2020-12-08T00:00:00Z,1888.3,181.9,66.2,114.6
2020-12-09T00:00:00Z,2878.6,138.5,171.39999999999998,185
2020-12-10T00:00:00Z,2213.9,202.2,90.5,119.6
2020-12-11T00:00:00Z,2246.3,219.39999999999998,93.3,105.19999999999999
2020-12-12T00:00:00Z,3060.8,341.2,110.60000000000001,128.8
2020-12-13T00:00:00Z,2673.9,175.1,377.7,109.4
2020-12-14T00:00:00Z,2775.4,305,118.2,98.30000000000001
2020-12-15T00:00:00Z,2774.4,298,105.1,108.79999999999998
2020-12-16T00:00:00Z,2201.8,216.1,90,105.7
2020-12-17T00:00:00Z,2251.1,184.2,106.6,103.5
2020-12-18T00:00:00Z,3755.3,378.6,164.1,125.9
2020-12-19T00:00:00Z,1208.9,166.5,44.5,28.799999999999997
2020-12-21T00:00:00Z,1819.4,181.10000000000002,72.9,111.3
2020-12-22T00:00:00Z,1119.4,139.9,41.9,46.9
2020-12-24T00:00:00Z,1009.4,79.9,31.4,49.9
2020-12-26T00:00:00Z,2180.6,195.89999999999998,89.5,96.8
2020-12-27T00:00:00Z,1701.6,187.5,76.3,75.5
2020-12-28T00:00:00Z,2494,184.2,126.5,115.99999999999999
2020-12-29T00:00:00Z,1412.6,86.5,80.6,98
2020-12-30T00:00:00Z,3215.7,383.4,101.4,122.4
2021-01-01T00:00:00Z,2107.1,238.2,109.2,63.2
2021-01-02T00:00:00Z,974.4,70.4,29.1,55.9
2021-01-03T00:00:00Z,949.1,20.8,70.5,60.2
2021-01-04T00:00:00Z,125.8,9.9,6.7,6.5
2021-05-03T00:00:00Z,2455.47,264.33,96.35,98.66
2021-05-04T00:00:00Z,2587.92,312.55,103.94,117.44
2021-05-05T00:00:00Z,2040.57,258.57,58.73,123.81
2021-05-06T00:00:00Z,2643.35,275.51,107.26,120.8
2021-05-07T00:00:00Z,2258.87,233.88,87.08,103.2
2021-05-08T00:00:00Z,2560.56,279.17,100.95,106.84
2021-05-09T00:00:00Z,2023.54,246.91,80.44,84.58
2021-05-10T00:00:00Z,1970.58,158.13,80.13,83.2
2021-05-11T00:00:00Z,1861.79,206.37,68.8,112.97
2021-05-12T00:00:00Z,1412.43,177.85,46.09,79.25
2021-05-13T00:00:00Z,2033.55,267.82,74.49,86.66
2021-05-14T00:00:00Z,2908.66,392.39,91.81,98.19
2021-05-15T00:00:00Z,2912.03,254.62,144.57,111.56
2021-05-16T00:00:00Z,2616.03,243.98,129.3,130.8
2021-05-17T00:00:00Z,2146.93,212.56,80.1,112.51
2021-05-18T00:00:00Z,1918.97,225.79,60.54,82.66
2021-05-19T00:00:00Z,1897.08,226.45,81.99,73.45
2021-05-20T00:00:00Z,2413.43,221.74,120.04,83.54
2021-05-21T00:00:00Z,3223.43,266.13,129.98,163.15
2021-05-22T00:00:00Z,2101.74,280.69,80.97,81.37
2021-05-23T00:00:00Z,2450.51,301.05,91.05,132.53
2021-05-24T00:00:00Z,1632.76,164.01,53.6,134.32
2021-05-25T00:00:00Z,2145.73,188.26,99.99,113
2021-05-26T00:00:00Z,1788.54,185.56,66.93,119.51
2021-05-27T00:00:00Z,1933.22,224.63,68.71,101.29
2021-05-28T00:00:00Z,2564.86,261.16,85.84,113.09
2021-05-29T00:00:00Z,2316.21,271.83,69.44,112.4
2021-05-30T00:00:00Z,2945.65,364.28,91.67,147.62
2021-05-31T00:00:00Z,2913.93,284.65,131.72,136.65
2021-06-01T00:00:00Z,2970.34,328.49,114.17,137.02
2021-06-02T00:00:00Z,2283.19,255.9,107.48,90.64
2021-06-03T00:00:00Z,2155.82,228.37,69.47,113.27
2021-06-04T00:00:00Z,2705.32,319.36,97.36,90.87
2021-06-05T00:00:00Z,2500.07,315.2,62.54,128.98
2021-06-06T00:00:00Z,325.03,53.6,9.74,13.75
2021-06-12T00:00:00Z,2676.42,289.24,97.75,126.48
2021-06-13T00:00:00Z,1602.04,185.52,60.43,93.8
2021-06-14T00:00:00Z,2589.24,324.38,94.96,111.41
2021-06-15T00:00:00Z,2511,205.87,117.38,105
2021-06-16T00:00:00Z,1926.13,202.64,79.39,73.41
2021-06-17T00:00:00Z,1166.99,183.15,37.22,43.49
2021-06-18T00:00:00Z,1128.82,166.84,37.71,46.29
2021-06-28T00:00:00Z,1690.23,198.43,55.92,64.89
2021-06-30T00:00:00Z,2195.08,256.5,89.48,107.82
2021-07-01T00:00:00Z,2444.44,293.82,99.98,102.93
2021-07-02T00:00:00Z,1234.98,166.47,40.18,50.9
2021-07-05T00:00:00Z,1256.19,116.12,56.51,73.55
2021-08-26T00:00:00Z,325.03,53.6,9.74,13.75
2021-09-03T00:00:00Z,243.67,40.84,7.01,15.88
2021-09-18T00:00:00Z,377.12,73.42,8.69,24.35
2021-10-12T00:00:00Z,1647.99,229.01,59.69,72.7
2021-10-13T00:00:00Z,2229.22,317.99,84.49,77.16
2021-10-14T00:00:00Z,3774.29,469.56,144.09,124.52
2021-10-15T00:00:00Z,1579.75,152,73.54,93.58
2021-10-16T00:00:00Z,1687.6,163.73,70.96,89.9
2021-10-17T00:00:00Z,2818.76,371.52,109.65,111.42
2021-10-18T00:00:00Z,2903.45,280.24,143.77,107.33
2021-10-19T00:00:00Z,678.37,123.21,21.37,34.39
2021-10-20T00:00:00Z,1462.37,159.25,53.52,103.72
2021-10-21T00:00:00Z,1570.85,154.02,56,124.22
2021-10-22T00:00:00Z,1719.04,193.19,66.01,103.84
2021-10-23T00:00:00Z,1954.96,243.87,65.21,84.03
2021-10-24T00:00:00Z,1651.87,151.14,81.37,94.5
2021-10-25T00:00:00Z,2319.13,301.73,76.05,96.97
2021-10-26T00:00:00Z,1865.13,146.68,85.35,138.82
2021-10-27T00:00:00Z,1370.33,170.96,32.96,72.91
2021-10-28T00:00:00Z,2056.04,280.05,57.29,96.18
2021-10-29T00:00:00Z,2061.49,225.74,84.34,118.23
2021-10-30T00:00:00Z,2278.41,227.32,74.65,101.74
2021-10-31T00:00:00Z,2041.07,203.66,87.09,78.65
2021-11-01T00:00:00Z,2225.24,218.96,86.01,160.96
2021-11-02T00:00:00Z,1826.57,161.91,80.7,126.81
2021-11-03T00:00:00Z,1899,262.69,55.76,112.23
2021-11-04T00:00:00Z,1847.71,214.49,66.97,82.86
2021-11-05T00:00:00Z,2289.14,333.32,79.3,94.17
2021-11-06T00:00:00Z,1696.15,176.54,74.81,97.15
2021-11-07T00:00:00Z,4209.14,368.55,204.12,182
2021-11-08T00:00:00Z,2904.74,195.01,122.71,182.19
2021-11-09T00:00:00Z,2987.53,302.95,144.31,114.57
2021-11-10T00:00:00Z,1583.41,134.56,76.65,102.44
2021-11-11T00:00:00Z,2615.19,222.8,140.25,132.1
2021-11-12T00:00:00Z,922.86,92.83,40.01,66.37
2021-11-15T00:00:00Z,1910.81,189.32,84.99,115.99
2021-11-16T00:00:00Z,1077.34,132.91,39.93,67.17
2021-11-17T00:00:00Z,2208.38,269.43,80.67,126.49
2021-11-18T00:00:00Z,1828.51,217.33,69.86,109.46
2021-11-19T00:00:00Z,1993.19,246.4,78.12,93.73
2021-11-20T00:00:00Z,2057.75,221.28,74.37,150.51
2021-11-21T00:00:00Z,1862.21,220.75,64.44,122.57
2021-11-22T00:00:00Z,1282.82,170.09,46.93,64.14
2021-11-30T00:00:00Z,1138.05,113.87,49.72,71.24
2022-01-10T00:00:00Z,437.33,57.21,16.97,25.47
2022-01-17T00:00:00Z,243.67,40.84,7.01,15.88
2022-01-18T00:00:00Z,2793.45,339.5,104.17,140.45
2022-01-19T00:00:00Z,2608.69,195.23,132.66,171.88
2022-01-20T00:00:00Z,2161.72,300.84,72.09,82.38
2022-01-21T00:00:00Z,2118.29,206.8,97.09,110.63
2022-01-22T00:00:00Z,1745.88,141.09,99.43,90.88
2022-01-23T00:00:00Z,1744.47,150.25,91.54,90.65
2022-01-24T00:00:00Z,2264.71,228.23,106.9,117.73
2022-01-25T00:00:00Z,1909.67,158.33,109.72,92.63
2022-01-26T00:00:00Z,1739.92,219.42,61.92,81.47
2022-01-27T00:00:00Z,2309.6,225.16,113.43,105.51
2022-01-28T00:00:00Z,1929.24,247.82,62.24,93.35
2022-01-29T00:00:00Z,2694.99,225.78,146.15,149.57
2022-01-30T00:00:00Z,2382.29,230.74,107.36,138.73
2022-01-31T00:00:00Z,2279.73,195.98,107,146.69
2022-02-01T00:00:00Z,1383.53,125.67,63.05,89.35
2022-02-02T00:00:00Z,2761.87,202.37,146.32,162.86
2022-02-03T00:00:00Z,2542.83,258.35,107.4,140.58
2022-02-04T00:00:00Z,2068.45,141.83,115.82,124.5
2022-02-05T00:00:00Z,2420.99,159.96,138.43,131.13
2022-02-06T00:00:00Z,2665,263.1,112.33,137.79
2022-02-07T00:00:00Z,2531.18,207.8,91.57,269.1
2022-02-08T00:00:00Z,2879.68,243.86,121.51,242.1
2022-02-09T00:00:00Z,1670.01,156.88,72.45,101.96
2022-02-10T00:00:00Z,2113.18,137.22,100.05,170.14
2022-02-11T00:00:00Z,2275.62,302.03,73.34,107.24
2022-02-12T00:00:00Z,2644.52,217.02,146.71,127.08
2022-02-13T00:00:00Z,2478.76,192.5,139.09,123.98
2022-02-14T00:00:00Z,2463.2,294.5,83.65,134.39
2022-02-15T00:00:00Z,2365.26,242.02,99.73,139.84
2022-02-16T00:00:00Z,2396.08,197.55,103.62,181.53
2022-02-17T00:00:00Z,2726.68,224.2,114.94,213.49
2022-02-18T00:00:00Z,2816.96,357.18,98.52,149.64
2022-02-19T00:00:00Z,3806.16,398.89,170.76,181.36
2022-02-20T00:00:00Z,2307.61,274.22,85.39,132.49
2022-02-21T00:00:00Z,2005.46,241.39,72.31,123.23
2022-02-22T00:00:00Z,2505.18,192.96,109.18,230.93
2022-02-23T00:00:00Z,2881.9,220.79,135.73,234.27
2022-02-24T00:00:00Z,2519.89,224.46,110.05,175.05
2022-02-25T00:00:00Z,2468.43,232.32,97.92,197.42
2022-02-26T00:00:00Z,2721.8,206.05,143.08,173.61
2022-02-27T00:00:00Z,2512.74,244.67,120.64,139.54
2022-02-28T00:00:00Z,2421.36,251.22,89.97,169.7
2022-03-01T00:00:00Z,2539.09,251.69,118.48,148.41
2022-03-02T00:00:00Z,2636.37,206.5,130.65,177.03
2022-03-03T00:00:00Z,1660.56,157.8,65.42,127.07
2022-03-04T00:00:00Z,1915.1,241.38,68.94,106.46
2022-03-16T00:00:00Z,1429.9,132.78,67.71,97.87
2022-03-17T00:00:00Z,1957.84,219.42,52.92,156.46
2022-03-18T00:00:00Z,1993.68,178.42,73.09,170.4
2022-03-19T00:00:00Z,2324.49,276.21,95.8,110.44
2022-03-20T00:00:00Z,2037.82,195.4,80.22,168.05
2022-03-21T00:00:00Z,2405.46,315.33,76.61,134.05
2022-03-22T00:00:00Z,2846.62,346.84,119.61,106.79
2022-03-23T00:00:00Z,2238.62,277.69,77.69,128.65
2022-03-24T00:00:00Z,2152.82,230.9,82.32,142.18
2022-03-25T00:00:00Z,1925.73,160.86,87.77,141.09
2022-03-26T00:00:00Z,2368.88,288.51,72.96,157.1
2022-03-27T00:00:00Z,2493.33,305.71,91.31,135.96
2022-03-28T00:00:00Z,3626.76,363.41,147.71,173.71
2022-03-29T00:00:00Z,2520.09,277.78,95.44,128.78
2022-03-30T00:00:00Z,1543.31,144.36,68.93,106.71
2022-03-31T00:00:00Z,1688.02,148.26,76.97,119.77
2022-04-01T00:00:00Z,1769.14,148.81,62.11,154.05
2022-04-02T00:00:00Z,1471.61,173.58,67.49,66.56
2022-04-03T00:00:00Z,2622.09,203.38,150.34,132.87
2022-04-04T00:00:00Z,2479.45,309.53,109.55,99.61
2022-04-05T00:00:00Z,1876.91,215.85,76.53,105.97
2022-04-06T00:00:00Z,2516.09,229.39,106.67,195.12
2022-04-09T00:00:00Z,2866.05,379.32,118.81,97
2022-04-10T00:00:00Z,2043.36,305.04,61.6,85.01
2022-04-11T00:00:00Z,1762.67,185.01,78.63,98.94
2022-04-12T00:00:00Z,1681.89,229.42,66.63,63.75
2022-04-13T00:00:00Z,2487.09,301.82,99.73,95.12
2022-04-14T00:00:00Z,2650.89,297.66,102.65,160.11
2022-04-15T00:00:00Z,2027.02,252.88,60.78,86.33
2022-04-16T00:00:00Z,2403.59,252.41,107.63,128.41
2022-04-17T00:00:00Z,2257.71,210.59,113.84,118.34
2022-04-18T00:00:00Z,2931.09,235.58,131.48,232.98
2022-04-19T00:00:00Z,2507.66,273.25,91.07,184.57
2022-04-20T00:00:00Z,4124.3,420.82,205.33,198.75
2022-04-21T00:00:00Z,2476.37,300.65,88.25,94.68
2022-04-22T00:00:00Z,616.38,94.33,17.58,26.19
2022-04-29T00:00:00Z,2019.57,254.74,71.03,113.43
2022-04-30T00:00:00Z,2400.86,268.33,111.51,111.76
2022-05-01T00:00:00Z,2537.33,309.44,88.06,154.16
2022-05-02T00:00:00Z,2276.27,238.84,72.48,158.71
2022-05-03T00:00:00Z,2680.51,361.35,86.28,140.82
2022-05-04T00:00:00Z,2937.16,365.87,98.56,143.08
2022-05-05T00:00:00Z,2086.55,245.82,88.51,106.08
2022-05-06T00:00:00Z,2652.22,313.82,111.35,125.06
2022-05-07T00:00:00Z,2938.14,216.98,171.95,155.83
2022-05-08T00:00:00Z,2928.67,268.68,160.32,155.13
2022-05-09T00:00:00Z,2640.57,311.36,108.95,125.5
2022-05-10T00:00:00Z,3051.28,348.09,121.57,163.83
2022-05-11T00:00:00Z,2465.09,273.64,89.61,159.9
2022-05-12T00:00:00Z,2675.66,265.41,106.11,218.98
2022-05-13T00:00:00Z,3066.16,245.84,160.83,180.15
2022-05-14T00:00:00Z,2187.12,243.33,92.78,114.66
2022-05-15T00:00:00Z,2753.09,228.5,112.33,250.11
2022-05-16T00:00:00Z,2644.8,249.22,108.35,207.94
2022-05-20T00:00:00Z,2318.88,224.26,108.6,151.97
2022-05-21T00:00:00Z,1332.77,133.91,61.27,85.5
